created_at,img_name,language,like_count,quote_count,referenced_tweets,retweet_count,text,tweet_id,text_sentiment,image_sentiment
2019-06-03T19:49:06.000Z,id_1135634532902821893_2019-06-03.jpg,en,15227,53,<NA>,1773,wen only one person in class has guidelines to help reverse climate change and stop the effects of greenhouse gas emissions \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 https://t.co/pimpigI06y,1135634532902821893,,
2019-06-06T03:58:24.000Z,id_1136482446604668928_2019-06-06.jpg,en,264,1,<NA>,37,Many congratulations to six women achievers from Deccan Development Society for securing \xe2\x80\x98Equator Prize\xe2\x80\x99 for 2019 from @UNDP on the occasion of World Environment Day.They represent an outstanding example of a local nature-based solution to climate change & sustainable development https://t.co/DPlQ0qya5y,1136482446604668928,,
2019-02-24T05:35:51.000Z,id_1099543406634688512_2019-02-24.jpg,en,213,14,<NA>,89,"\\We have 12 years to address climate change\\"" isn\'t exactly what the IPCC report says. It says:-To stay below 1.5C, emissions must drop 45% (from 2010 levels) by 2030 & reach net zero by ~2050.  -To stay below 2C, emissions must drop 25% by 2030 & reach net zero by ~2070.   1/ https://t.co/Rp6yzNCJQ5""",1099543406634688512,,
2019-02-12T03:53:46.000Z,id_1095169061439266816_2019-02-12.jpg,en,309,7,<NA>,162,"Hey Trump,#ClimateChange is not a laughing matter. Stop trying to write jokes about it.You aren\xe2\x80\x99t funny and neither is the ruination of our planet.If you don\xe2\x80\x99t want to learn at least be quiet. It isn\xe2\x80\x99t cute.#ClimateChangeIsReal #ActOnClimate https://t.co/SsChMU0e5V",1095169061439266816,,
2019-05-07T15:04:02.000Z,id_1125778320463933442_2019-05-07.jpg,en,196,2,<NA>,63,"This is your government, refusing to utter the words \\climate change\\"" (and making excuses for it) at an event in the Arctic, where the number one issue is.... climate change: https://t.co/M4YQQjOLG2""",1125778320463933442,,
2019-11-27T15:31:38.000Z,id_1199712393472835584_2019-11-27.jpg,en,157,1,<NA>,17,"Participated in the 10th edition of CMS Vatavaran, International Film Festival and Forum on Environment and Wildlife. Talked about mitigating climate change, sustainable development, and sensitizing people towards bringing in change https://t.co/8ZiooFmxua",1199712393472835584,,
2019-02-27T08:54:49.000Z,id_1100680643967676417_2019-02-27.jpg,en,352,3,<NA>,166,"b""Government currently playing reckless games with key environmental protections. \xf0\x9f\x93\x9cBrexit is not an excuse to water-down rules on wildlife and nature, water and air quality, and climate change. \xf0\x9f\x92\x9aTabled a cross-party amendment to PM's motion today calling this out. \xf0\x9f\x91\x87 https://t.co/qzkN7K0mdz""",1100680643967676417,,
2019-08-12T19:41:01.000Z,id_1160999651627192321_2019-08-12.jpg,en,4826,64,<NA>,894,"b""Climate change is an existential threat to our way of life. It's time to end tax benefits to fossil fuel companies and invest in innovative technology to transition to a renewable energy society. https://t.co/vTO8TBs6x2 https://t.co/bqojkC7WYh""",1160999651627192321,,
2019-09-26T19:03:30.000Z,id_1177297663571746816_2019-09-26.jpg,en,2140,8,<NA>,752,"Ash and dust is all they left,the fires ate my home,smoke fills up my heavy chest,the sound of birds is gone.I walk along the riversideand as I look below,I see through tear-filled hazy eyesthe world I used to know.#art #climatechange https://t.co/3yIQtcL0xj",1177297663571746816,,
2019-09-22T20:40:53.000Z,id_1175872619184349187_2019-09-22.jpg,en,1771,2351,<NA>,522,Effects of climate change not looking good for Dublin https://t.co/UWFBIGtAuK,1175872619184349187,,
2019-12-19T10:07:10.000Z,id_1207603270660657153_2019-12-19.jpg,en,627,4,<NA>,348,"BTS knows how to use their influence in a good way. First, they teamed up with Unicef for the Love Yourself campaign and now with Formula E to raise awareness on climate change. They never fail to make me proud to be a BTS ARMY! @BTS_twt https://t.co/72WbCO8Rp9",1207603270660657153,,
2019-08-29T13:43:00.000Z,id_1167070144566370305_2019-08-29.jpg,en,320,0,<NA>,25,"Opportunity alert!\xf0\x9f\x94\xa5  Write and publish about a fossil fuel project in your country that needs to be stopped\xf0\x9f\x87\xa8\xf0\x9f\x87\xb1 Join us at #COP25 in Chile this year\xf0\x9f\x8c\x8e\xf0\x9f\x91\xab Get the opportunity, training and friendships of a lifetime!Apply here: https://t.co/eWbRiLFgWG#climatechange #scicomm https://t.co/ph8tfl6hw9",1167070144566370305,,
2019-08-19T17:36:52.000Z,id_1163505120077864961_2019-08-19.jpg,en,840,28,<NA>,422,Iceland just held a funeral for its first ever glacier lost to climate change. https://t.co/vPNLQHyXYa,1163505120077864961,,
2019-04-01T17:20:36.000Z,id_1112766725160882177_2019-04-01.jpg,en,248,69,<NA>,70,Meanwhile earlier it all went tits up in the public gallery of the #HOC as naked climate change protestors showed some bare faced cheek. Some seem to pretend to be super glued to the glass by their hands - thankfully - until a police officer pulled them off. https://t.co/dWE6VJoqML,1112766725160882177,,
2019-12-13T08:54:15.000Z,id_1205410591185096709_2019-12-13.jpg,en,276,3,<NA>,93,"b""#India ranks among top 10 in this year's #ClimateChange Performance Index (CCPI) presented at the COP25. Ahead of all developing countries.Positive points- low per capita #emissions- low #energy use- More #renewable energyNegative:- fossil fuel subsidies https://t.co/lry2SeOXpn""",1205410591185096709,,
2019-05-15T15:33:46.000Z,id_1128684907507736576_2019-05-15.jpg,es,193,0,<NA>,67,"Proteger los ecosistemas y la biodiversidad, debe estar en la agenda de todos los gobiernos, nacionales y locales. #Biodiversidad #climateconference2019 #climatechange https://t.co/ORFgglMkGO",1128684907507736576,,
